"","Portfolio Name","Security Ticker","Price","Date","Shares"
"74","DHARMA EQ",".TFCFEES Equity",181739.3,2015-10-05,-1
"75","DHARMA EQ",".TFCFEES Equity",183264.9,2015-10-06,-1
"76","DHARMA EQ",".TFCFEES Equity",184814.45,2015-10-07,-1
"77","DHARMA EQ",".TFCFEES Equity",186370.07,2015-10-08,-1
"78","DHARMA EQ",".TFCFEES Equity",187916.7,2015-10-09,-1
"79","DHARMA EQ",".TFCFEES Equity",192479.51,2015-10-12,-1
"80","DHARMA EQ",".TFCFEES Equity",193963.33,2015-10-13,-1
"81","DHARMA EQ",".TFCFEES Equity",195447.35,2015-10-14,-1
"82","DHARMA EQ",".TFCFEES Equity",196955.6,2015-10-15,-1
"83","DHARMA EQ",".TFCFEES Equity",198501.19,2015-10-16,-1
"84","DHARMA EQ",".TFCFEES Equity",203002.8,2015-10-19,-1
"85","DHARMA EQ",".TFCFEES Equity",204491.22,2015-10-20,-1
"86","DHARMA EQ",".TFCFEES Equity",205985.52,2015-10-21,-1
"87","DHARMA EQ",".TFCFEES Equity",207561.37,2015-10-22,-1
"88","DHARMA EQ",".TFCFEES Equity",209176.57,2015-10-23,-1
"89","DHARMA EQ",".TFCFEES Equity",213789.99,2015-10-26,-1
"90","DHARMA EQ",".TFCFEES Equity",215354.83,2015-10-27,-1
"91","DHARMA EQ",".TFCFEES Equity",216961.41,2015-10-28,-1
"92","DHARMA EQ",".TFCFEES Equity",218562.55,2015-10-29,-1
"93","DHARMA EQ",".TFCFEES Equity",220152.34,2015-10-30,-1
"94","DHARMA EQ",".TFCFEES Equity",225526.77,2015-11-02,-1
"95","DHARMA EQ",".TFCFEES Equity",227151.24,2015-11-03,-1
"96","DHARMA EQ",".TFCFEES Equity",228773.89,2015-11-04,-1
"97","DHARMA EQ",".TFCFEES Equity",230362.32,2015-11-05,-1
"98","DHARMA EQ",".TFCFEES Equity",231987.62,2015-11-06,-1
"99","DHARMA EQ",".TFCFEES Equity",236750.92,2015-11-09,-1
"100","DHARMA EQ",".TFCFEES Equity",238438.9,2015-11-10,-1
"101","DHARMA EQ",".TFCFEES Equity",241603.62,2015-11-12,-1
"102","DHARMA EQ",".TFCFEES Equity",243173.23,2015-11-13,-1
"103","DHARMA EQ",".TFCFEES Equity",248002.73,2015-11-16,-1
"104","DHARMA EQ",".TFCFEES Equity",249669.58,2015-11-17,-1
"105","DHARMA EQ",".TFCFEES Equity",251349.22,2015-11-18,-1
"106","DHARMA EQ",".TFCFEES Equity",252988.18,2015-11-19,-1
"107","DHARMA EQ",".TFCFEES Equity",254658.84,2015-11-20,-1
"108","DHARMA EQ",".TFCFEES Equity",259541.28,2015-11-23,-1
"109","DHARMA EQ",".TFCFEES Equity",261179.46,2015-11-24,-1
"110","DHARMA EQ",".TFCFEES Equity",262927.92,2015-11-25,-1
"111","DHARMA EQ",".TFCFEES Equity",264602.01,2015-11-26,-1
"112","DHARMA EQ",".TFCFEES Equity",266255.45,2015-11-27,-1
"113","DHARMA EQ",".TFCFEES Equity",271180.57,2015-11-30,-1
"114","DHARMA EQ",".TFCFEES Equity",273220.42,2015-12-01,-1
"115","DHARMA EQ",".TFCFEES Equity",274850.89,2015-12-02,-1
"116","DHARMA EQ",".TFCFEES Equity",276340.59,2015-12-03,-1
"117","DHARMA EQ",".TFCFEES Equity",277954.39,2015-12-04,-1
"118","DHARMA EQ",".TFCFEES Equity",282778.71,2015-12-07,-1
"119","DHARMA EQ",".TFCFEES Equity",284298.07,2015-12-08,-1
"120","DHARMA EQ",".TFCFEES Equity",287205.55,2015-12-09,-1
"121","DHARMA EQ",".TFCFEES Equity",288773.08,2015-12-10,-1
"122","DHARMA EQ",".TFCFEES Equity",290243.05,2015-12-11,-1
"123","DHARMA EQ",".TFCFEES Equity",294898.21,2015-12-14,-1
"124","DHARMA EQ",".TFCFEES Equity",296522.46,2015-12-15,-1
"125","DHARMA EQ",".TFCFEES Equity",298139.38,2015-12-16,-1
"126","DHARMA EQ",".TFCFEES Equity",300577.34,2015-12-17,-1
"127","DHARMA EQ",".TFCFEES Equity",301279.18,2015-12-18,-1
"128","DHARMA EQ",".TFCFEES Equity",305966.37,2015-12-21,-1
"129","DHARMA EQ",".TFCFEES Equity",307645.96,2015-12-22,-1
"130","DHARMA EQ",".TFCFEES Equity",309325.2,2015-12-23,-1
"131","DHARMA EQ",".TFCFEES Equity",317173.98,2015-12-28,-1
"132","DHARMA EQ",".TFCFEES Equity",318835.89,2015-12-29,-1
"133","DHARMA EQ",".TFCFEES Equity",320402.99,2015-12-30,-1
"134","DHARMA EQ",".TFCFEES Equity",321817.51,2015-12-31,-1
"135","DHARMA EQ",".TFCFEES Equity",329160.73,2016-01-04,-1
"136","DHARMA EQ",".TFCFEES Equity",330684.13,2016-01-05,-1
"137","DHARMA EQ",".TFCFEES Equity",332152.16,2016-01-06,-1
"138","DHARMA EQ",".TFCFEES Equity",333568.24,2016-01-07,-1
"139","DHARMA EQ",".TFCFEES Equity",334955.92,2016-01-08,-1
"140","DHARMA EQ",".TFCFEES Equity",339297.95,2016-01-11,-1
"141","DHARMA EQ",".TFCFEES Equity",340719.34,2016-01-12,-1
"142","DHARMA EQ",".TFCFEES Equity",342405.31,2016-01-13,-1
"143","DHARMA EQ",".TFCFEES Equity",343891.03,2016-01-14,-1
"144","DHARMA EQ",".TFCFEES Equity",345218.79,2016-01-15,-1
"145","DHARMA EQ",".TFCFEES Equity",349548.79,2016-01-18,-1
"146","DHARMA EQ",".TFCFEES Equity",350940.61,2016-01-19,-1
"147","DHARMA EQ",".TFCFEES Equity",352289.36,2016-01-20,-1
"148","DHARMA EQ",".TFCFEES Equity",353732.2,2016-01-21,-1
"149","DHARMA EQ",".TFCFEES Equity",355188.78,2016-01-22,-1
"150","DHARMA EQ",".TFCFEES Equity",359498.67,2016-01-25,-1
"151","DHARMA EQ",".TFCFEES Equity",361941.82,2016-01-26,-1
"152","DHARMA EQ",".TFCFEES Equity",363375.62,2016-01-27,-1
"153","DHARMA EQ",".TFCFEES Equity",364788.53,2016-01-28,-1
"154","DHARMA EQ",".TFCFEES Equity",366290.65,2016-01-29,-1
"155","DHARMA EQ",".TFCFEES Equity",372162.21,2016-02-01,-1
"156","DHARMA EQ",".TFCFEES Equity",373531.83,2016-02-02,-1
"157","DHARMA EQ",".TFCFEES Equity",374937.17,2016-02-03,-1
"158","DHARMA EQ",".TFCFEES Equity",376277.79,2016-02-04,-1
"159","DHARMA EQ",".TFCFEES Equity",377918.16,2016-02-05,-1
"160","DHARMA EQ",".TFCFEES Equity",382013.03,2016-02-08,-1
"161","DHARMA EQ",".TFCFEES Equity",383289.21,2016-02-09,-1
"162","DHARMA EQ",".TFCFEES Equity",384618.95,2016-02-10,-1
"163","DHARMA EQ",".TFCFEES Equity",385851.64,2016-02-11,-1
"164","DHARMA EQ",".TFCFEES Equity",408108.64,2016-02-12,-1
"165","DHARMA EQ",".TFCFEES Equity",412186.68,2016-02-15,-1
"166","DHARMA EQ",".TFCFEES Equity",413551.57,2016-02-16,-1
"167","DHARMA EQ",".TFCFEES Equity",415028.67,2016-02-17,-1
"168","DHARMA EQ",".TFCFEES Equity",416449.81,2016-02-18,-1
"169","DHARMA EQ",".TFCFEES Equity",417836.03,2016-02-19,-1
"170","DHARMA EQ",".TFCFEES Equity",422043.68,2016-02-22,-1
"171","DHARMA EQ",".TFCFEES Equity",423724.07,2016-02-23,-1
"172","DHARMA EQ",".TFCFEES Equity",425238.11,2016-02-24,-1
"173","DHARMA EQ",".TFCFEES Equity",426906.8,2016-02-25,-1
"174","DHARMA EQ",".TFCFEES Equity",428536.99,2016-02-26,-1
"175","DHARMA EQ",".TFCFEES Equity",433187.08,2016-02-29,-1
"176","DHARMA EQ",".TFCFEES Equity",436182.49,2016-03-01,-1
"177","DHARMA EQ",".TFCFEES Equity",437831.66,2016-03-02,-1
"178","DHARMA EQ",".TFCFEES Equity",440549.75,2016-03-03,-1
"179","DHARMA EQ",".TFCFEES Equity",442853.22,2016-03-04,-1
"180","DHARMA EQ",".TFCFEES Equity",448036.24,2016-03-07,-1
"181","DHARMA EQ",".TFCFEES Equity",449750.29,2016-03-08,-1
"182","DHARMA EQ",".TFCFEES Equity",451518.18,2016-03-09,-1
"183","DHARMA EQ",".TFCFEES Equity",453204.98,2016-03-10,-1
"184","DHARMA EQ",".TFCFEES Equity",455028.46,2016-03-11,-1
"185","DHARMA EQ",".TFCFEES Equity",460261.08,2016-03-14,-1
"186","DHARMA EQ",".TFCFEES Equity",461938.3,2016-03-15,-1
"187","DHARMA EQ",".TFCFEES Equity",463703.69,2016-03-16,-1
"188","DHARMA EQ",".TFCFEES Equity",465458.29,2016-03-17,-1
"189","DHARMA EQ",".TFCFEES Equity",468131.13,2016-03-18,-1
"190","DHARMA EQ",".TFCFEES Equity",473445.38,2016-03-21,-1
"191","DHARMA EQ",".TFCFEES Equity",475232.25,2016-03-22,-1
"192","DHARMA EQ",".TFCFEES Equity",477000.75,2016-03-23,-1
"193","DHARMA EQ",".TFCFEES Equity",478714.81,2016-03-24,-1
"194","DHARMA EQ",".TFCFEES Equity",487467.88,2016-03-29,-1
"195","DHARMA EQ",".TFCFEES Equity",489253.43,2016-03-30,-1
"196","DHARMA EQ",".TFCFEES Equity",490864.94,2016-03-31,-1
"197","DHARMA EQ",".TFCFEES Equity",492700.18,2016-04-01,-1
"198","DHARMA EQ",".TFCFEES Equity",497951.73,2016-04-04,-1
"199","DHARMA EQ",".TFCFEES Equity",499658.49,2016-04-05,-1
"200","DHARMA EQ",".TFCFEES Equity",501401.11,2016-04-06,-1
"201","DHARMA EQ",".TFCFEES Equity",503122.18,2016-04-07,-1
"202","DHARMA EQ",".TFCFEES Equity",504861.1,2016-04-08,-1
"203","DHARMA EQ",".TFCFEES Equity",510108.01,2016-04-11,-1
"204","DHARMA EQ",".TFCFEES Equity",511879.43,2016-04-12,-1
"205","DHARMA EQ",".TFCFEES Equity",513707.51,2016-04-13,-1
"206","DHARMA EQ",".TFCFEES Equity",515516.52,2016-04-14,-1
"207","DHARMA EQ",".TFCFEES Equity",517309.24,2016-04-15,-1
"208","DHARMA EQ",".TFCFEES Equity",522636.14,2016-04-18,-1
"209","DHARMA EQ",".TFCFEES Equity",524474.67,2016-04-19,-1
"210","DHARMA EQ",".TFCFEES Equity",527155.27,2016-04-20,-1
"211","DHARMA EQ",".TFCFEES Equity",530991.31,2016-04-21,-1
"212","DHARMA EQ",".TFCFEES Equity",532829.23,2016-04-22,-1
"213","DHARMA EQ",".TFCFEES Equity",538196.2,2016-04-25,-1
"214","DHARMA EQ",".TFCFEES Equity",540018.92,2016-04-26,-1
"215","DHARMA EQ",".TFCFEES Equity",541849.37,2016-04-27,-1
"216","DHARMA EQ",".TFCFEES Equity",543655.53,2016-04-28,-1
"217","DHARMA EQ",".TFCFEES Equity",545380.87,2016-04-29,-1
"218","DHARMA EQ",".TFCFEES Equity",550746.99,2016-05-02,-1
"219","DHARMA EQ",".TFCFEES Equity",552457.33,2016-05-03,-1
"220","DHARMA EQ",".TFCFEES Equity",554158.16,2016-05-04,-1
"221","DHARMA EQ",".TFCFEES Equity",557631.57,2016-05-06,-1
"222","DHARMA EQ",".TFCFEES Equity",562852.21,2016-05-09,-1
"223","DHARMA EQ",".TFCFEES Equity",564636.76,2016-05-10,-1
"224","DHARMA EQ",".TFCFEES Equity",566368.85,2016-05-11,-1
"225","DHARMA EQ",".TFCFEES Equity",568103.85,2016-05-12,-1
"226","DHARMA EQ",".TFCFEES Equity",569877.41,2016-05-13,-1
"227","DHARMA EQ",".TFCFEES Equity",576870.09,2016-05-17,-1
"228","DHARMA EQ",".TFCFEES Equity",578417.48,2016-05-18,-1
"229","DHARMA EQ",".TFCFEES Equity",582572.94,2016-05-19,-1
"230","DHARMA EQ",".TFCFEES Equity",584380.33,2016-05-20,-1
"231","DHARMA EQ",".TFCFEES Equity",589638.8,2016-05-23,-1
"232","DHARMA EQ",".TFCFEES Equity",591518.49,2016-05-24,-1
"233","DHARMA EQ",".TFCFEES Equity",594149.53,2016-05-25,-1
"234","DHARMA EQ",".TFCFEES Equity",595989.96,2016-05-26,-1
"235","DHARMA EQ",".TFCFEES Equity",597866.1,2016-05-27,-1
"236","DHARMA EQ",".TFCFEES Equity",603261.61,2016-05-30,-1
"237","DHARMA EQ",".TFCFEES Equity",605027.25,2016-05-31,-1
"238","DHARMA EQ",".TFCFEES Equity",608270.8,2016-06-01,-1
"239","DHARMA EQ",".TFCFEES Equity",610278.92,2016-06-02,-1
"240","DHARMA EQ",".TFCFEES Equity",612102.74,2016-06-03,-1
"241","DHARMA EQ",".TFCFEES Equity",617732.59,2016-06-06,-1
"242","DHARMA EQ",".TFCFEES Equity",619648.09,2016-06-07,-1
"243","DHARMA EQ",".TFCFEES Equity",621525.87,2016-06-08,-1
"244","DHARMA EQ",".TFCFEES Equity",623121.09,2016-06-09,-1
"245","DHARMA EQ",".TFCFEES Equity",624825.79,2016-06-10,-1
"246","DHARMA EQ",".TFCFEES Equity",630177.06,2016-06-13,-1
"247","DHARMA EQ",".TFCFEES Equity",631956.49,2016-06-14,-1
"248","DHARMA EQ",".TFCFEES Equity",633668.42,2016-06-15,-1
"249","DHARMA EQ",".TFCFEES Equity",635404.37,2016-06-16,-1
"250","DHARMA EQ",".TFCFEES Equity",637133.37,2016-06-17,-1
"251","DHARMA EQ",".TFCFEES Equity",642573.28,2016-06-20,-1
"252","DHARMA EQ",".TFCFEES Equity",645356.93,2016-06-21,-1
"253","DHARMA EQ",".TFCFEES Equity",647145.96,2016-06-22,-1
"254","DHARMA EQ",".TFCFEES Equity",652276.72,2016-06-24,-1
"255","DHARMA EQ",".TFCFEES Equity",657423.6,2016-06-27,-1
"256","DHARMA EQ",".TFCFEES Equity",661836.57,2016-06-28,-1
"257","DHARMA EQ",".TFCFEES Equity",663632.44,2016-06-29,-1
"258","DHARMA EQ",".TFCFEES Equity",665430.03,2016-06-30,-1
"259","DHARMA EQ",".TFCFEES Equity",670312.51,2016-07-01,-1
"260","DHARMA EQ",".TFCFEES Equity",675589.11,2016-07-04,-1
"261","DHARMA EQ",".TFCFEES Equity",677297.41,2016-07-05,-1
"262","DHARMA EQ",".TFCFEES Equity",679010.02,2016-07-06,-1
"263","DHARMA EQ",".TFCFEES Equity",680743.06,2016-07-07,-1
"264","DHARMA EQ",".TFCFEES Equity",682535.46,2016-07-08,-1
"265","DHARMA EQ",".TFCFEES Equity",687850.29,2016-07-11,-1
"266","DHARMA EQ",".TFCFEES Equity",689705.31,2016-07-12,-1
"267","DHARMA EQ",".TFCFEES Equity",691541.63,2016-07-13,-1
"268","DHARMA EQ",".TFCFEES Equity",695170.48,2016-07-15,-1
"269","DHARMA EQ",".TFCFEES Equity",700592.28,2016-07-18,-1
"270","DHARMA EQ",".TFCFEES Equity",702446.15,2016-07-19,-1
"271","DHARMA EQ",".TFCFEES Equity",704328.15,2016-07-20,-1
"272","DHARMA EQ",".TFCFEES Equity",706191.01,2016-07-21,-1
"273","DHARMA EQ",".TFCFEES Equity",708038.07,2016-07-22,-1
"274","DHARMA EQ",".TFCFEES Equity",713489.65,2016-07-25,-1
"275","DHARMA EQ",".TFCFEES Equity",715363.48,2016-07-26,-1
"276","DHARMA EQ",".TFCFEES Equity",717249.4,2016-07-27,-1
"277","DHARMA EQ",".TFCFEES Equity",719087.35,2016-07-28,-1
"278","DHARMA EQ",".TFCFEES Equity",722031.12,2016-07-29,-1
"279","DHARMA EQ",".TFCFEES Equity",730443.43,2016-08-01,-1
"280","DHARMA EQ",".TFCFEES Equity",732224.12,2016-08-02,-1
"281","DHARMA EQ",".TFCFEES Equity",734040.83,2016-08-03,-1
"282","DHARMA EQ",".TFCFEES Equity",735867.14,2016-08-04,-1
"283","DHARMA EQ",".TFCFEES Equity",737739.76,2016-08-05,-1
"284","DHARMA EQ",".TFCFEES Equity",743348.3,2016-08-08,-1
"285","DHARMA EQ",".TFCFEES Equity",745211.88,2016-08-09,-1
"286","DHARMA EQ",".TFCFEES Equity",747274.83,2016-08-10,-1
"287","DHARMA EQ",".TFCFEES Equity",749143.93,2016-08-11,-1
"288","DHARMA EQ",".TFCFEES Equity",750990.43,2016-08-12,-1
"289","DHARMA EQ",".TFCFEES Equity",758336.55,2016-08-16,-1
"290","DHARMA EQ",".TFCFEES Equity",760210.57,2016-08-17,-1
"291","DHARMA EQ",".TFCFEES Equity",763314.37,2016-08-18,-1
"292","DHARMA EQ",".TFCFEES Equity",765178.92,2016-08-19,-1
"293","DHARMA EQ",".TFCFEES Equity",770760.26,2016-08-22,-1
"294","DHARMA EQ",".TFCFEES Equity",772655.11,2016-08-23,-1
"295","DHARMA EQ",".TFCFEES Equity",774545.17,2016-08-24,-1
"296","DHARMA EQ",".TFCFEES Equity",776400.19,2016-08-25,-1
"297","DHARMA EQ",".TFCFEES Equity",778284.67,2016-08-26,-1
"298","DHARMA EQ",".TFCFEES Equity",783898.15,2016-08-29,-1
"299","DHARMA EQ",".TFCFEES Equity",785790.1,2016-08-30,-1
"300","DHARMA EQ",".TFCFEES Equity",787554.18,2016-08-31,-1
"301","DHARMA EQ",".TFCFEES Equity",792552.38,2016-09-01,-1
"302","DHARMA EQ",".TFCFEES Equity",794478.07,2016-09-02,-1
"303","DHARMA EQ",".TFCFEES Equity",800146.89,2016-09-05,-1
"304","DHARMA EQ",".TFCFEES Equity",802024.4,2016-09-06,-1
"305","DHARMA EQ",".TFCFEES Equity",803931.99,2016-09-07,-1
"306","DHARMA EQ",".TFCFEES Equity",805808.09,2016-09-08,-1
"307","DHARMA EQ",".TFCFEES Equity",807623.66,2016-09-09,-1
"308","DHARMA EQ",".TFCFEES Equity",813311.79,2016-09-12,-1
"309","DHARMA EQ",".TFCFEES Equity",815087.67,2016-09-13,-1
"310","DHARMA EQ",".TFCFEES Equity",816903.67,2016-09-14,-1
"311","DHARMA EQ",".TFCFEES Equity",818776.84,2016-09-15,-1
"312","DHARMA EQ",".TFCFEES Equity",820608.71,2016-09-16,-1
"313","DHARMA EQ",".TFCFEES Equity",826192.31,2016-09-19,-1
"314","DHARMA EQ",".TFCFEES Equity",828031.36,2016-09-20,-1
"315","DHARMA EQ",".TFCFEES Equity",829902.82,2016-09-21,-1
"316","DHARMA EQ",".TFCFEES Equity",831789.64,2016-09-22,-1
"317","DHARMA EQ",".TFCFEES Equity",834389.04,2016-09-23,-1
"318","DHARMA EQ",".TFCFEES Equity",839876.22,2016-09-26,-1
"319","DHARMA EQ",".TFCFEES Equity",841739.65,2016-09-27,-1
"320","DHARMA EQ",".TFCFEES Equity",843624.92,2016-09-28,-1
"321","DHARMA EQ",".TFCFEES Equity",845501.72,2016-09-29,-1
"322","DHARMA EQ",".TFCFEES Equity",847384.82,2016-09-30,-1
"323","DHARMA EQ",".TFCFEES Equity",856647.45,2016-10-03,-1
"324","DHARMA EQ",".TFCFEES Equity",856739.01,2016-10-04,-1
"325","DHARMA EQ",".TFCFEES Equity",858581.63,2016-10-05,-1
"326","DHARMA EQ",".TFCFEES Equity",861007.53,2016-10-06,-1
"327","DHARMA EQ",".TFCFEES Equity",862838.38,2016-10-07,-1
"328","DHARMA EQ",".TFCFEES Equity",868379.71,2016-10-10,-1
"329","DHARMA EQ",".TFCFEES Equity",870210.3,2016-10-11,-1
"330","DHARMA EQ",".TFCFEES Equity",872044.51,2016-10-12,-1
"331","DHARMA EQ",".TFCFEES Equity",873855.99,2016-10-13,-1
"332","DHARMA EQ",".TFCFEES Equity",875694.21,2016-10-14,-1
"333","DHARMA EQ",".TFCFEES Equity",881194.18,2016-10-17,-1
"334","DHARMA EQ",".TFCFEES Equity",883051.57,2016-10-18,-1
"335","DHARMA EQ",".TFCFEES Equity",884900.08,2016-10-19,-1
"336","DHARMA EQ",".TFCFEES Equity",886679.21,2016-10-20,-1
"337","DHARMA EQ",".TFCFEES Equity",889181.19,2016-10-21,-1
"338","DHARMA EQ",".TFCFEES Equity",894744.62,2016-10-24,-1
"339","DHARMA EQ",".TFCFEES Equity",896602.63,2016-10-25,-1
"340","DHARMA EQ",".TFCFEES Equity",898473.38,2016-10-26,-1
"341","DHARMA EQ",".TFCFEES Equity",900328.7,2016-10-27,-1
"342","DHARMA EQ",".TFCFEES Equity",902179.29,2016-10-28,-1
"343","DHARMA EQ",".TFCFEES Equity",907655.2,2016-10-31,-1
"344","DHARMA EQ",".TFCFEES Equity",914513.47,2016-11-02,-1
"345","DHARMA EQ",".TFCFEES Equity",916347.72,2016-11-03,-1
"346","DHARMA EQ",".TFCFEES Equity",918167.04,2016-11-04,-1
"347","DHARMA EQ",".TFCFEES Equity",923769.96,2016-11-07,-1
"348","DHARMA EQ",".TFCFEES Equity",925666.99,2016-11-08,-1
"349","DHARMA EQ",".TFCFEES Equity",928482.74,2016-11-09,-1
"350","DHARMA EQ",".TFCFEES Equity",930460.29,2016-11-10,-1
"351","DHARMA EQ",".TFCFEES Equity",938065.54,2016-11-14,-1
"352","DHARMA EQ",".TFCFEES Equity",940066.21,2016-11-15,-1
"353","DHARMA EQ",".TFCFEES Equity",942040.51,2016-11-16,-1
"354","DHARMA EQ",".TFCFEES Equity",944029.05,2016-11-17,-1
"355","DHARMA EQ",".TFCFEES Equity",946013.73,2016-11-18,-1
"356","DHARMA EQ",".TFCFEES Equity",951825.24,2016-11-21,-1
"357","DHARMA EQ",".TFCFEES Equity",953832.05,2016-11-22,-1
"358","DHARMA EQ",".TFCFEES Equity",955842.13,2016-11-23,-1
"359","DHARMA EQ",".TFCFEES Equity",957839.23,2016-11-24,-1
"360","DHARMA EQ",".TFCFEES Equity",960408.93,2016-11-25,-1
"361","DHARMA EQ",".TFCFEES Equity",966217.14,2016-11-28,-1
"362","DHARMA EQ",".TFCFEES Equity",969165.71,2016-11-29,-1
"363","DHARMA EQ",".TFCFEES Equity",971152.23,2016-11-30,-1
"364","DHARMA EQ",".TFCFEES Equity",978116.85,2016-12-01,-1
"365","DHARMA EQ",".TFCFEES Equity",980049.2,2016-12-02,-1
"366","DHARMA EQ",".TFCFEES Equity",985899.02,2016-12-05,-1
"367","DHARMA EQ",".TFCFEES Equity",987901.12,2016-12-06,-1
